Label,Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,cookie,content-type,connection,length,content,classification,URL
Normal,0,0,0,0,1,0,0,0,0,4194,0,1,0,0,0,8561
Normal,0,0,0,0,1,0,0,0,0,10935,0,1,0,0,0,8409
Anomalous,0,0,0,0,1,0,0,0,0,6970,0,1,0,0,1,13487
Normal,1,0,0,0,1,0,0,0,0,58272,1,0,126,9887,0,10948
Normal,0,0,0,0,1,0,0,0,0,52408,0,1,0,0,0,684
Anomalous,0,0,0,0,1,0,0,0,0,57150,0,1,0,0,1,12911
Normal,0,0,0,0,1,0,0,0,0,40288,0,1,0,0,0,3125
Normal,0,0,0,0,1,0,0,0,0,28339,0,1,0,0,0,6257
Normal,0,0,0,0,1,0,0,0,0,55710,0,1,0,0,0,2121
Normal,0,0,0,0,1,0,0,0,0,39262,0,1,0,0,0,684
Normal,0,0,0,0,1,0,0,0,0,14751,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,56359,0,1,0,0,0,10914
Anomalous,0,0,0,0,1,0,0,0,0,23733,0,1,0,0,1,13474
Anomalous,0,0,0,0,1,0,0,0,0,38267,0,1,0,0,1,12937
Anomalous,1,0,0,0,1,0,0,0,0,47716,1,0,118,9165,1,10948
Anomalous,0,0,0,0,1,0,0,0,0,39683,0,1,0,0,1,8509
Anomalous,1,0,0,0,1,0,0,0,0,51853,1,0,133,11468,1,884
Normal,0,0,0,0,1,0,0,0,0,29368,0,1,0,0,0,3282
Anomalous,0,0,0,0,1,0,0,0,0,14676,0,1,0,0,1,7582
Normal,0,0,0,0,1,0,0,0,0,11733,0,1,0,0,0,3460
Anomalous,1,0,0,0,1,0,0,0,0,2464,1,0,363,94,1,8443
Anomalous,1,0,0,0,1,0,0,0,0,32822,1,0,132,9539,1,884
Anomalous,1,0,0,0,1,0,0,0,0,43336,1,0,260,5169,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,37703,0,1,0,0,1,42
Normal,1,0,0,0,1,0,0,0,0,8753,1,0,132,11398,0,10948
Anomalous,1,0,0,0,1,0,0,0,0,26768,1,0,154,7269,1,10948
Normal,0,0,0,0,1,0,0,0,0,7123,0,1,0,0,0,3422
Normal,0,0,0,0,1,0,0,0,0,7379,0,1,0,0,0,476
Normal,0,0,0,0,1,0,0,0,0,5367,0,1,0,0,0,8312
Normal,0,0,0,0,1,0,0,0,0,8518,0,1,0,0,0,3282
Normal,0,0,0,0,1,0,0,0,0,47920,0,1,0,0,0,8409
Anomalous,1,0,0,0,1,0,0,0,0,49899,1,0,341,1960,1,3578
Normal,1,0,0,0,1,0,0,0,0,5723,1,0,264,947,0,8244
Normal,1,0,0,0,1,0,0,0,0,36136,1,0,72,30,0,13355
Normal,0,0,0,0,1,0,0,0,0,75,0,1,0,0,0,3506
Anomalous,1,0,0,0,1,0,0,0,0,54293,1,0,344,982,1,3578
Normal,0,0,0,0,1,0,0,0,0,13007,0,1,0,0,0,757
Normal,0,0,0,0,1,0,0,0,0,532,0,1,0,0,0,3506
Anomalous,1,0,0,0,1,0,0,0,0,35338,1,0,79,82,1,13355
Normal,0,0,0,0,1,0,0,0,0,3847,0,1,0,0,0,2920
Normal,0,0,0,0,1,0,0,0,0,6663,0,1,0,0,0,8561
Anomalous,0,0,0,0,1,0,0,0,0,14828,0,1,0,0,1,8395
Anomalous,1,0,0,0,1,0,0,0,0,47163,1,0,79,82,1,13355
Normal,1,0,0,0,1,0,0,0,0,24745,1,0,338,1389,0,3578
Anomalous,0,0,0,0,1,0,0,0,0,1326,0,1,0,0,1,4785
Anomalous,0,0,0,0,1,0,0,0,0,41864,0,1,0,0,1,13481
Normal,0,0,0,0,1,0,0,0,0,37324,0,1,0,0,0,7381
Normal,1,0,0,0,1,0,0,0,0,13716,1,0,253,6522,0,8600
Normal,0,0,0,0,1,0,0,0,0,56292,0,1,0,0,0,3282
Normal,0,0,0,0,1,0,0,0,0,36803,0,1,0,0,0,528
Normal,0,0,0,0,1,0,0,0,0,18817,0,1,0,0,0,7764
Anomalous,0,0,0,0,1,0,0,0,0,34076,0,1,0,0,1,3689
Normal,0,0,0,0,1,0,0,0,0,5137,0,1,0,0,0,612
Normal,0,0,0,0,1,0,0,0,0,51365,0,1,0,0,0,13422
Anomalous,0,0,0,0,1,0,0,0,0,27542,0,1,0,0,1,3446
Anomalous,1,0,0,0,1,0,0,0,0,49470,1,0,347,242,1,8244
Anomalous,0,0,0,0,1,0,0,0,0,36554,0,1,0,0,1,1330
Anomalous,0,0,0,0,1,0,0,0,0,25188,0,1,0,0,1,5149
Normal,0,0,0,0,1,0,0,0,0,41055,0,1,0,0,0,363
Anomalous,0,0,0,0,1,0,0,0,0,36462,0,1,0,0,1,8387
Normal,0,0,0,0,1,0,0,0,0,18282,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,45335,0,1,0,0,0,528
Normal,0,0,0,0,1,0,0,0,0,43015,0,1,0,0,0,13422
Anomalous,1,0,0,0,1,0,0,0,0,29039,1,0,141,7892,1,10948
Anomalous,0,0,0,0,1,0,0,0,0,14601,0,1,0,0,1,532
Normal,0,0,0,0,1,0,0,0,0,54046,0,1,0,0,0,2831
Normal,0,0,0,0,1,0,0,0,0,48997,0,1,0,0,0,476
Normal,0,0,0,0,1,0,0,0,0,23625,0,1,0,0,0,3385
Normal,1,0,0,0,1,0,0,0,0,6927,1,0,146,11604,0,10948
Anomalous,0,0,0,0,1,0,0,0,0,40261,0,1,0,0,1,2249
Anomalous,0,0,0,0,1,0,0,0,0,53000,0,1,0,0,1,6540
Anomalous,0,0,0,0,1,0,0,0,0,29233,0,1,0,0,1,543
Anomalous,1,0,0,0,1,0,0,0,0,29054,1,0,134,7680,1,884
Normal,0,0,0,0,1,0,0,0,0,35842,0,1,0,0,0,7348
Anomalous,0,0,0,0,1,0,0,0,0,2257,0,1,0,0,1,211
Anomalous,0,0,0,0,1,0,0,0,0,55375,0,1,0,0,1,10304
Normal,0,0,0,0,1,0,0,0,0,31195,0,1,0,0,0,476
Normal,1,0,0,0,1,0,0,0,0,17586,1,0,129,11490,0,10948
Anomalous,1,0,0,0,1,0,0,0,0,36594,1,0,325,92,1,8443
Anomalous,1,0,0,0,1,0,0,0,0,19468,1,0,288,6172,1,8600
Normal,1,0,0,0,1,0,0,0,0,42262,1,0,256,5556,0,8600
Anomalous,1,0,0,0,1,0,0,0,0,27837,1,0,24,5364,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,18669,0,1,0,0,1,3996
Normal,0,0,0,0,1,0,0,0,0,52373,0,1,0,0,0,4901
Anomalous,1,0,0,0,1,0,0,0,0,628,1,0,310,224,1,8244
Normal,0,0,0,0,1,0,0,0,0,8692,0,1,0,0,0,612
Anomalous,0,0,0,0,1,0,0,0,0,37872,0,1,0,0,1,4819
Normal,0,0,0,0,1,0,0,0,0,35026,0,1,0,0,0,3091
Anomalous,0,0,0,0,1,0,0,0,0,29751,0,1,0,0,1,13095
Anomalous,1,0,0,0,1,0,0,0,0,19280,1,0,179,11629,1,10948
Anomalous,0,0,0,0,1,0,0,0,0,55999,0,1,0,0,1,10417
Anomalous,0,0,0,0,1,0,0,0,0,60009,0,1,0,0,1,6425
Anomalous,1,0,0,0,1,0,0,0,0,18025,1,0,79,82,1,13355
Anomalous,1,0,0,0,1,0,0,0,0,18959,1,0,124,9543,1,10948
Anomalous,0,0,0,0,1,0,0,0,0,2229,0,1,0,0,1,4148
Normal,1,0,0,0,1,0,0,0,0,21068,1,0,72,30,0,13355
Normal,1,0,0,0,1,0,0,0,0,28518,1,0,280,5752,0,8600
Anomalous,0,0,0,0,1,0,0,0,0,34682,0,1,0,0,1,8149
Anomalous,0,0,0,0,1,0,0,0,0,2403,0,1,0,0,1,436
Anomalous,0,0,0,0,1,0,0,0,0,12018,0,1,0,0,1,7086
Normal,0,0,0,0,1,0,0,0,0,40753,0,1,0,0,0,8354
Normal,0,0,0,0,1,0,0,0,0,1926,0,1,0,0,0,757
Anomalous,0,0,0,0,1,0,0,0,0,244,0,1,0,0,1,3907
Normal,0,0,0,0,1,0,0,0,0,60547,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,20850,0,1,0,0,0,3460
Normal,0,0,0,0,1,0,0,0,0,59072,0,1,0,0,0,3282
Normal,0,0,0,0,1,0,0,0,0,50591,0,1,0,0,0,684
Normal,0,0,0,0,1,0,0,0,0,15701,0,1,0,0,0,9380
Normal,0,0,0,0,1,0,0,0,0,56914,0,1,0,0,0,10431
Normal,0,0,0,0,1,0,0,0,0,60944,0,1,0,0,0,8507
Anomalous,0,0,0,0,1,0,0,0,0,17932,0,1,0,0,1,8336
Normal,1,0,0,0,1,0,0,0,0,476,1,0,149,7535,0,884
Normal,0,0,0,0,1,0,0,0,0,47180,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,95,0,1,0,0,0,3352
Anomalous,0,0,0,0,1,0,0,0,0,41408,0,1,0,0,1,5676
Anomalous,1,0,0,0,1,0,0,0,0,17337,1,0,305,69,1,13355
Normal,0,0,0,0,1,0,0,0,0,14,0,1,0,0,0,10914
Anomalous,0,0,0,0,1,0,0,0,0,16655,0,1,0,0,1,13474
Normal,0,0,0,0,1,0,0,0,0,37025,0,1,0,0,0,8561
Normal,0,0,0,0,1,0,0,0,0,41947,0,1,0,0,0,5565
Anomalous,0,0,0,0,1,0,0,0,0,13393,0,1,0,0,1,4704
Anomalous,0,0,0,0,1,0,0,0,0,22448,0,1,0,0,1,8551
Anomalous,1,0,0,0,1,0,0,0,0,29249,1,0,342,2366,1,3578
Anomalous,0,0,0,0,1,0,0,0,0,26165,0,1,0,0,1,1978
Normal,1,0,0,0,1,0,0,0,0,19240,1,0,341,1201,0,3578
Normal,0,0,0,0,1,0,0,0,0,5306,0,1,0,0,0,363
Anomalous,0,0,0,0,1,0,0,0,0,41482,0,1,0,0,1,8714
Anomalous,0,0,0,0,1,0,0,0,0,53582,0,1,0,0,1,96
Normal,1,0,0,0,1,0,0,0,0,56479,1,0,112,9608,0,884
Normal,1,0,0,0,1,0,0,0,0,5141,1,0,124,10091,0,884
Normal,0,0,0,0,1,0,0,0,0,1404,0,1,0,0,0,438
Anomalous,0,0,0,0,1,0,0,0,0,59943,0,1,0,0,1,368
Normal,0,0,0,0,1,0,0,0,0,20062,0,1,0,0,0,9143
Normal,0,0,0,0,1,0,0,0,0,54266,0,1,0,0,0,7388
Anomalous,0,0,0,0,1,0,0,0,0,34633,0,1,0,0,1,8560
Anomalous,0,0,0,0,1,0,0,0,0,40645,0,1,0,0,1,5803
Normal,1,0,0,0,1,0,0,0,0,1830,1,0,264,947,0,8244
Anomalous,1,0,0,0,1,0,0,0,0,45000,1,0,260,6911,1,8600
Normal,0,0,0,0,1,0,0,0,0,55315,0,1,0,0,0,719
Normal,0,0,0,0,1,0,0,0,0,23243,0,1,0,0,0,8507
Normal,1,0,0,0,1,0,0,0,0,8657,1,0,125,9706,0,10948
Anomalous,0,0,0,0,1,0,0,0,0,27054,0,1,0,0,1,13426
Anomalous,1,0,0,0,1,0,0,0,0,50844,1,0,128,11503,1,10948
Anomalous,1,0,0,0,1,0,0,0,0,29943,1,0,269,6348,1,8600
Normal,0,0,0,0,1,0,0,0,0,26410,0,1,0,0,0,9252
Anomalous,1,0,0,0,1,0,0,0,0,47031,1,0,79,82,1,13355
Anomalous,0,0,0,0,1,0,0,0,0,48839,0,1,0,0,1,8648
Anomalous,0,0,0,0,1,0,0,0,0,26267,0,1,0,0,1,8560
Anomalous,0,0,0,0,1,0,0,0,0,20643,0,1,0,0,1,11019
Anomalous,0,0,0,0,1,0,0,0,0,34935,0,1,0,0,1,13474
Anomalous,1,0,0,0,1,0,0,0,0,135,1,0,150,8248,1,884
Anomalous,0,0,0,0,1,0,0,0,0,764,0,1,0,0,1,5938
Normal,0,0,0,0,1,0,0,0,0,19340,0,1,0,0,0,528
Normal,0,0,0,0,1,0,0,0,0,31485,0,1,0,0,0,8409
Normal,1,0,0,0,1,0,0,0,0,2409,1,0,72,30,0,13355
Normal,0,0,0,0,1,0,0,0,0,4563,0,1,0,0,0,363
Normal,1,0,0,0,1,0,0,0,0,8381,1,0,72,30,0,13355
Normal,0,0,0,0,1,0,0,0,0,50780,0,1,0,0,0,363
Normal,1,0,0,0,1,0,0,0,0,48325,1,0,339,563,0,3578
Normal,1,0,0,0,1,0,0,0,0,41687,1,0,72,30,0,13355
Anomalous,0,0,0,0,1,0,0,0,0,21971,0,1,0,0,1,7888
Normal,0,0,0,0,1,0,0,0,0,20823,0,1,0,0,0,6282
Normal,0,0,0,0,1,0,0,0,0,17680,0,1,0,0,0,398
Anomalous,1,0,0,0,1,0,0,0,0,22838,1,0,292,2459,1,8244
Anomalous,0,0,0,0,1,0,0,0,0,46392,0,1,0,0,1,3516
Anomalous,0,0,0,0,1,0,0,0,0,20428,0,1,0,0,1,1875
Normal,1,0,0,0,1,0,0,0,0,13793,1,0,153,9072,0,10948
Anomalous,0,0,0,0,1,0,0,0,0,27298,0,1,0,0,1,2934
Anomalous,1,0,0,0,1,0,0,0,0,12499,1,0,160,9048,1,10948
Normal,0,0,0,0,1,0,0,0,0,49536,0,1,0,0,0,8507
Anomalous,0,0,0,0,1,0,0,0,0,14652,0,1,0,0,1,13474
Normal,0,0,0,0,1,0,0,0,0,1901,0,1,0,0,0,3193
Normal,0,0,0,0,1,0,0,0,0,16832,0,1,0,0,0,13422
Normal,0,0,0,0,1,0,0,0,0,46382,0,1,0,0,0,612
Normal,0,0,0,0,1,0,0,0,0,43065,0,1,0,0,0,8409
Normal,0,0,0,0,1,0,0,0,0,23958,0,1,0,0,0,3385
Normal,0,0,0,0,1,0,0,0,0,15669,0,1,0,0,0,8507
Anomalous,0,0,0,0,1,0,0,0,0,24096,0,1,0,0,1,2669
Normal,0,0,0,0,1,0,0,0,0,57832,0,1,0,0,0,8507
Anomalous,0,0,0,0,1,0,0,0,0,52041,0,1,0,0,1,8083
Anomalous,0,0,0,0,1,0,0,0,0,6868,0,1,0,0,1,4280
Anomalous,0,0,0,0,1,0,0,0,0,59098,0,1,0,0,1,8394
Anomalous,1,0,0,0,1,0,0,0,0,17493,1,0,288,6411,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,49212,0,1,0,0,1,184
Normal,0,0,0,0,1,0,0,0,0,31915,0,1,0,0,0,3282
Normal,0,0,0,0,1,0,0,0,0,42981,0,1,0,0,0,684
Normal,0,0,0,0,1,0,0,0,0,24486,0,1,0,0,0,570
Normal,0,0,0,0,1,0,0,0,0,13705,0,1,0,0,0,398
Normal,0,0,0,0,1,0,0,0,0,48615,0,1,0,0,0,2021
Anomalous,1,0,0,0,1,0,0,0,0,25233,1,0,145,9622,1,884
Anomalous,2,0,0,0,0,0,0,0,1,1520,1,0,160,9481,1,10948
Normal,1,0,0,0,1,0,0,0,0,21633,1,0,337,2103,0,3578
Normal,0,0,0,0,1,0,0,0,0,42195,0,1,0,0,0,3385
Anomalous,1,0,0,0,1,0,0,0,0,54987,1,0,331,1696,1,8244
Normal,0,0,0,0,1,0,0,0,0,56403,0,1,0,0,0,570
Normal,0,0,0,0,1,0,0,0,0,44484,0,1,0,0,0,570
Normal,0,0,0,0,1,0,0,0,0,2362,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,54899,0,1,0,0,0,476
Normal,0,0,0,0,1,0,0,0,0,50226,0,1,0,0,0,757
Normal,0,0,0,0,1,0,0,0,0,6343,0,1,0,0,0,719
Anomalous,0,0,0,0,1,0,0,0,0,35725,0,1,0,0,1,13186
Anomalous,1,0,0,0,1,0,0,0,0,25342,1,0,342,998,1,3578
Normal,1,0,0,0,1,0,0,0,0,29064,1,0,264,947,0,8244
Normal,0,0,0,0,1,0,0,0,0,24972,0,1,0,0,0,363
Anomalous,0,0,0,0,1,0,0,0,0,38018,0,1,0,0,1,7118
Normal,0,0,0,0,1,0,0,0,0,11192,0,1,0,0,0,3937
Anomalous,1,0,0,0,1,0,0,0,0,8953,1,0,317,4347,1,5840
Anomalous,0,0,0,0,1,0,0,0,0,25222,0,1,0,0,1,571
Normal,0,0,0,0,1,0,0,0,0,27473,0,1,0,0,0,757
Anomalous,0,0,0,0,1,0,0,0,0,2538,0,1,0,0,1,8385
Anomalous,0,0,0,0,1,0,0,0,0,32485,0,1,0,0,1,3064
Anomalous,1,0,0,0,1,0,0,0,0,51714,1,0,352,180,1,8244
Anomalous,0,0,0,0,1,0,0,0,0,37644,0,1,0,0,1,300
Normal,1,0,0,0,1,0,0,0,0,12429,1,0,216,111,0,8443
Anomalous,1,0,0,0,1,0,0,0,0,9903,1,0,193,10906,1,10948
Normal,0,0,0,0,1,0,0,0,0,12568,0,1,0,0,0,612
Normal,0,0,0,0,1,0,0,0,0,28582,0,1,0,0,0,363
Normal,0,0,0,0,1,0,0,0,0,21726,0,1,0,0,0,13422
Anomalous,1,0,0,0,1,0,0,0,0,3886,1,0,227,164,1,8443
Normal,0,0,0,0,1,0,0,0,0,26597,0,1,0,0,0,684
Anomalous,0,0,0,0,1,0,0,0,0,20402,0,1,0,0,1,1023
Normal,1,0,0,0,1,0,0,0,0,40736,1,0,264,227,0,8244
Normal,0,0,0,0,1,0,0,0,0,24276,0,1,0,0,0,3422
Anomalous,0,0,0,0,1,0,0,0,0,15019,0,1,0,0,1,2242
Normal,0,0,0,0,1,0,0,0,0,18060,0,1,0,0,0,570
Normal,0,0,0,0,1,0,0,0,0,33897,0,1,0,0,0,3506
Normal,0,0,0,0,1,0,0,0,0,21738,0,1,0,0,0,719
Anomalous,1,0,0,0,1,0,0,0,0,27828,1,0,159,10497,1,10948
Normal,0,0,0,0,1,0,0,0,0,51865,0,1,0,0,0,13422
Normal,0,0,0,0,1,0,0,0,0,22184,0,1,0,0,0,3385
Normal,1,0,0,0,1,0,0,0,0,50109,1,0,304,3657,0,5840
Normal,0,0,0,0,1,0,0,0,0,6469,0,1,0,0,0,3385
Normal,0,0,0,0,1,0,0,0,0,10781,0,1,0,0,0,4733
Anomalous,0,0,0,0,1,0,0,0,0,35748,0,1,0,0,1,933
Anomalous,1,0,0,0,1,0,0,0,0,15122,1,0,24,2955,1,5840
Normal,0,0,0,0,1,0,0,0,0,38912,0,1,0,0,0,7355
Anomalous,1,0,0,0,1,0,0,0,0,42785,1,0,374,5037,1,8600
Anomalous,0,0,0,0,1,0,0,0,0,9480,0,1,0,0,1,5224
Normal,0,0,0,0,1,0,0,0,0,58969,0,1,0,0,0,4140
Anomalous,0,0,0,0,1,0,0,0,0,54837,0,1,0,0,1,10653
Normal,1,0,0,0,1,0,0,0,0,7493,1,0,264,947,0,8244
Anomalous,0,0,0,0,1,0,0,0,0,16633,0,1,0,0,1,8240
Normal,0,0,0,0,1,0,0,0,0,54036,0,1,0,0,0,4232
Anomalous,1,0,0,0,1,0,0,0,0,50538,1,0,99,56,1,13355
Anomalous,1,0,0,0,1,0,0,0,0,49649,1,0,311,4808,1,5840
Normal,0,0,0,0,1,0,0,0,0,9855,0,1,0,0,0,10914
Normal,0,0,0,0,1,0,0,0,0,4977,0,1,0,0,0,800
Anomalous,0,0,0,0,1,0,0,0,0,4093,0,1,0,0,1,10165
Normal,0,0,0,0,1,0,0,0,0,47498,0,1,0,0,0,3352
Normal,0,0,0,0,1,0,0,0,0,44325,0,1,0,0,0,8312
Anomalous,1,0,0,0,1,0,0,0,0,18515,1,0,334,6609,1,8600
Normal,0,0,0,0,1,0,0,0,0,21037,0,1,0,0,0,3460
Anomalous,1,0,0,0,1,0,0,0,0,52634,1,0,370,2425,1,8244
Anomalous,0,0,0,0,1,0,0,0,0,52908,0,1,0,0,1,729
Normal,0,0,0,0,1,0,0,0,0,3887,0,1,0,0,0,8507
Normal,0,0,0,0,1,0,0,0,0,60495,0,1,0,0,0,3422
Anomalous,1,0,0,0,1,0,0,0,0,55953,1,0,209,7949,1,884
Anomalous,1,0,0,0,1,0,0,0,0,13745,1,0,140,7608,1,884
Normal,1,0,0,0,1,0,0,0,0,47030,1,0,333,841,0,3578
Normal,0,0,0,0,1,0,0,0,0,18955,0,1,0,0,0,3460
Normal,0,0,0,0,1,0,0,0,0,46443,0,1,0,0,0,10914
Normal,0,0,0,0,1,0,0,0,0,43207,0,1,0,0,0,3385
Anomalous,1,0,0,0,1,0,0,0,0,59666,1,0,164,9035,1,10948
Normal,1,0,0,0,1,0,0,0,0,25672,1,0,216,111,0,8443
Anomalous,0,0,0,0,1,0,0,0,0,43865,0,1,0,0,1,11944
Normal,0,0,0,0,1,0,0,0,0,42681,0,1,0,0,0,3385
Anomalous,0,0,0,0,1,0,0,0,0,17982,0,1,0,0,1,3268
Anomalous,0,0,0,0,1,0,0,0,0,32638,0,1,0,0,1,13307
Anomalous,0,0,0,0,1,0,0,0,0,5365,0,1,0,0,1,8587
Anomalous,0,0,0,0,1,0,0,0,0,26372,0,1,0,0,1,3560
Normal,0,0,0,0,1,0,0,0,0,53760,0,1,0,0,0,3506
Normal,1,0,0,0,1,0,0,0,0,12317,1,0,325,4062,0,5840
Anomalous,0,0,0,0,1,0,0,0,0,34760,0,1,0,0,1,7019
Normal,0,0,0,0,1,0,0,0,0,56317,0,1,0,0,0,612
Normal,0,0,0,0,1,0,0,0,0,59678,0,1,0,0,0,8409
Normal,0,0,0,0,1,0,0,0,0,53861,0,1,0,0,0,7082
Normal,1,0,0,0,1,0,0,0,0,14827,1,0,216,111,0,8443
Normal,0,0,0,0,1,0,0,0,0,59324,0,1,0,0,0,2838
Normal,0,0,0,0,1,0,0,0,0,20331,0,1,0,0,0,8409
Normal,0,0,0,0,1,0,0,0,0,52194,0,1,0,0,0,612
Normal,0,0,0,0,1,0,0,0,0,52984,0,1,0,0,0,719
Normal,0,0,0,0,1,0,0,0,0,36848,0,1,0,0,0,363
Normal,0,0,0,0,1,0,0,0,0,50681,0,1,0,0,0,8561
Anomalous,1,0,0,0,1,0,0,0,0,40198,1,0,330,3053,1,5840
Normal,1,0,0,0,1,0,0,0,0,173,1,0,280,6652,0,8600
Normal,0,0,0,0,1,0,0,0,0,51414,0,1,0,0,0,10914
Normal,0,0,0,0,1,0,0,0,0,9560,0,1,0,0,0,398
Anomalous,0,0,0,0,1,0,0,0,0,61042,0,1,0,0,1,711
Normal,1,0,0,0,1,0,0,0,0,54239,1,0,150,7622,0,10948
Normal,0,0,0,0,1,0,0,0,0,18898,0,1,0,0,0,2725
Anomalous,0,0,0,0,1,0,0,0,0,28263,0,1,0,0,1,8476
Anomalous,1,0,0,0,1,0,0,0,0,38386,1,0,152,8765,1,884
Anomalous,1,0,0,0,1,0,0,0,0,58107,1,0,227,164,1,8443
Normal,0,0,0,0,1,0,0,0,0,34905,0,1,0,0,0,5242
Normal,1,0,0,0,1,0,0,0,0,1043,1,0,216,111,0,8443
Normal,0,0,0,0,1,0,0,0,0,48586,0,1,0,0,0,3460
Normal,0,0,0,0,1,0,0,0,0,41685,0,1,0,0,0,8561
Anomalous,1,0,0,0,1,0,0,0,0,1620,1,0,302,10,1,13355
Anomalous,2,0,0,0,0,0,0,0,1,24876,1,0,216,111,1,8443
Anomalous,0,0,0,0,1,0,0,0,0,4934,0,1,0,0,1,2843
Normal,0,0,0,0,1,0,0,0,0,28811,0,1,0,0,0,476
Normal,1,0,0,0,1,0,0,0,0,42889,1,0,135,8705,0,884
Anomalous,1,0,0,0,1,0,0,0,0,49418,1,0,150,11141,1,884
Anomalous,0,0,0,0,1,0,0,0,0,53003,0,1,0,0,1,838
Anomalous,1,0,0,0,1,0,0,0,0,20502,1,0,311,320,1,3578
Normal,0,0,0,0,1,0,0,0,0,52280,0,1,0,0,0,363
Normal,1,0,0,0,1,0,0,0,0,60305,1,0,72,30,0,13355
Normal,0,0,0,0,1,0,0,0,0,45264,0,1,0,0,0,13422
Anomalous,0,0,0,0,1,0,0,0,0,52332,0,1,0,0,1,872
Normal,0,0,0,0,1,0,0,0,0,54331,0,1,0,0,0,476
Anomalous,0,0,0,0,1,0,0,0,0,10793,0,1,0,0,1,8287
Normal,0,0,0,0,1,0,0,0,0,3323,0,1,0,0,0,5147
Normal,1,0,0,0,1,0,0,0,0,9253,1,0,72,30,0,13355
Anomalous,1,0,0,0,1,0,0,0,0,8414,1,0,292,2459,1,8244
Normal,1,0,0,0,1,0,0,0,0,8093,1,0,216,111,0,8443
Normal,0,0,0,0,1,0,0,0,0,46517,0,1,0,0,0,570
Normal,0,0,0,0,1,0,0,0,0,6018,0,1,0,0,0,8312
Normal,0,0,0,0,1,0,0,0,0,25891,0,1,0,0,0,528
Anomalous,0,0,0,0,1,0,0,0,0,18588,0,1,0,0,1,8560
Normal,1,0,0,0,1,0,0,0,0,47661,1,0,333,2310,0,3578
Normal,0,0,0,0,1,0,0,0,0,70,0,1,0,0,0,438
Normal,1,0,0,0,1,0,0,0,0,43802,1,0,280,5548,0,8600
Anomalous,1,0,0,0,1,0,0,0,0,35354,1,0,21,102,1,8443
Anomalous,0,0,0,0,1,0,0,0,0,54511,0,1,0,0,1,9533
Anomalous,0,0,0,0,1,0,0,0,0,45137,0,1,0,0,1,750
Normal,1,0,0,0,1,0,0,0,0,1804,1,0,280,5117,0,8600
Normal,1,0,0,0,1,0,0,0,0,36622,1,0,333,2292,0,3578
Normal,0,0,0,0,1,0,0,0,0,3846,0,1,0,0,0,8507
Normal,0,0,0,0,1,0,0,0,0,22250,0,1,0,0,0,8312
Normal,0,0,0,0,1,0,0,0,0,7382,0,1,0,0,0,3385
Anomalous,1,0,0,0,1,0,0,0,0,60204,1,0,306,4626,1,5840
Normal,0,0,0,0,1,0,0,0,0,11704,0,1,0,0,0,570
Anomalous,0,0,0,0,1,0,0,0,0,60277,0,1,0,0,1,122
Anomalous,0,0,0,0,1,0,0,0,0,491,0,1,0,0,1,334
Anomalous,1,0,0,0,1,0,0,0,0,55529,1,0,311,4725,1,5840
Anomalous,0,0,0,0,1,0,0,0,0,17095,0,1,0,0,1,6651
Anomalous,1,0,0,0,1,0,0,0,0,39223,1,0,341,1954,1,3578
Normal,0,0,0,0,1,0,0,0,0,41312,0,1,0,0,0,3951
Anomalous,1,0,0,0,1,0,0,0,0,30629,1,0,288,5816,1,8600
Normal,0,0,0,0,1,0,0,0,0,35934,0,1,0,0,0,363
Anomalous,1,0,0,0,1,0,0,0,0,2814,1,0,149,11729,1,10948
Normal,0,0,0,0,1,0,0,0,0,27745,0,1,0,0,0,2257
Normal,1,0,0,0,1,0,0,0,0,46083,1,0,216,111,0,8443
Normal,0,0,0,0,1,0,0,0,0,24113,0,1,0,0,0,757
Normal,0,0,0,0,1,0,0,0,0,27413,0,1,0,0,0,4763
Normal,0,0,0,0,1,0,0,0,0,19704,0,1,0,0,0,363
Anomalous,1,0,0,0,1,0,0,0,0,56726,1,0,196,7229,1,10948
Normal,0,0,0,0,1,0,0,0,0,33999,0,1,0,0,0,363
Anomalous,1,0,0,0,1,0,0,0,0,55544,1,0,335,3047,1,5840
Normal,0,0,0,0,1,0,0,0,0,27345,0,1,0,0,0,5372
Normal,1,0,0,0,1,0,0,0,0,38378,1,0,341,1204,0,3578
Anomalous,1,0,0,0,1,0,0,0,0,6824,1,0,143,10054,1,884
Normal,0,0,0,0,1,0,0,0,0,57570,0,1,0,0,0,3506
Normal,0,0,0,0,1,0,0,0,0,60788,0,1,0,0,0,8354
Anomalous,1,0,0,0,1,0,0,0,0,54852,1,0,344,3206,1,5840
Normal,0,0,0,0,1,0,0,0,0,7155,0,1,0,0,0,3385
Normal,0,0,0,0,1,0,0,0,0,886,0,1,0,0,0,3422
Anomalous,2,0,0,0,0,0,0,0,1,29322,1,0,332,1548,1,3578
Normal,0,0,0,0,1,0,0,0,0,18547,0,1,0,0,0,8561
